iteration,timestamp,sigma_pred,local_scale,corr_rolling50,param_mu,param_omega,param_alpha[1],param_gamma[1],param_beta[1],param_nu
1048,2025-02-04 15:20:00,0.0045608412844477106,2.839480828014289,0.41106010899428985,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1049,2025-02-04 15:25:00,0.004681772844976232,2.848688661086949,0.3066465572893793,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1050,2025-02-04 15:30:00,0.004793355861898993,2.862238632962096,0.2390568944764231,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1051,2025-02-04 15:35:00,0.004894461160456479,2.8655986282682964,0.15575587276336408,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1052,2025-02-04 15:40:00,0.004986355191310261,2.8700382266099482,0.11414211874750854,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1053,2025-02-04 15:45:00,0.005129656267287384,3.1691989222601338,0.25657730626857694,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1054,2025-02-04 15:50:00,0.005260461299444894,3.1782535749987426,0.29640497840451746,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1055,2025-02-04 15:55:00,0.005380069246237344,3.1875518855609712,0.2832913316894575,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1056,2025-02-04 16:00:00,0.005485430547723223,3.1762667907404287,0.22348358117157155,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1057,2025-02-04 16:05:00,0.0055794964900017716,3.1725185266080356,0.15298358294963993,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1058,2025-02-04 16:10:00,0.0056782302221455565,3.242002838982821,0.22595744928607156,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1059,2025-02-04 16:15:00,0.005762039813483228,3.2170675302151106,0.22943105944627995,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1060,2025-02-04 16:20:00,0.005837184015707106,3.2156633180343044,0.15973736319910165,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1061,2025-02-04 16:25:00,0.005902500879348304,3.2042445915890845,0.08999156540621733,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1062,2025-02-04 16:30:00,0.005901285343824257,2.9080250026246515,0.0719831231288652,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1063,2025-02-04 16:35:00,0.00589909243263718,2.902599661069527,0.04709316268385707,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1064,2025-02-04 16:40:00,0.005896517384388254,2.8996304495365424,0.04885959214406711,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1065,2025-02-04 16:45:00,0.005895905979568298,2.9080535440702904,0.04481965250609382,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1066,2025-02-04 16:50:00,0.0058931111014065085,2.8969720326475485,0.011047531887218975,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1067,2025-02-04 16:55:00,0.005890435601869511,2.8961815840570546,-0.023851578417698464,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1068,2025-02-04 17:00:00,0.00590438254725318,2.976924629239356,0.019915047247923232,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1069,2025-02-04 17:05:00,0.005914592027340581,2.965358523462517,0.002219009017989673,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1070,2025-02-04 17:10:00,0.005900634316458148,2.85108703807647,0.07649487475764222,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1071,2025-02-04 17:15:00,0.00585687592888966,2.6970722188278584,0.06901527861601009,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1072,2025-02-04 17:20:00,0.0058203976604060325,2.7114104605726324,0.06482787621526813,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1073,2025-02-04 17:25:00,0.005814639257572148,2.845063342876789,0.07492351568213736,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1074,2025-02-04 17:30:00,0.005808391378220891,2.83980394361124,0.03497922895427609,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1075,2025-02-04 17:35:00,0.005802324663932999,2.837613806551314,-0.010905603661333505,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1076,2025-02-04 17:40:00,0.005796052863566727,2.8336062129097255,-0.029937092490613507,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1077,2025-02-04 17:45:00,0.005734709869309415,2.5586269891540394,-0.06096695163155554,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1078,2025-02-04 17:50:00,0.0056525424222654535,2.425533395319337,-0.1102597981434257,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1079,2025-02-04 17:55:00,0.005564528039700296,2.3561019272372823,-0.1613131865725177,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
1080,2025-02-04 18:00:00,0.005491501427890115,2.3866434455683234,-0.14116138722348348,0.009051806042491978,0.0029085613491587614,0.2317876404276546,5.183535293229037e-05,0.9795689924833934,5.313895143876204
