open_time,sigma_pred,sigma_real
2025-02-01 00:05:00,0.0034212335936820463,0.0032438720832446604
2025-02-01 00:10:00,0.003421179494639494,0.000269343967491217
2025-02-01 00:15:00,0.0034205281001692695,0.0002420450397123039
2025-02-01 00:20:00,0.0033903262377261464,0.0010290962719662297
2025-02-01 00:25:00,0.0033669880187122457,0.0021706252705740157
2025-02-01 00:30:00,0.003325978289922012,0.002845710854982263
2025-02-01 00:35:00,0.00328791379988764,0.0015875299106024572
2025-02-01 00:40:00,0.0032307483971740743,0.0007097929061975975
2025-02-01 00:45:00,0.0031667876532013115,0.0
2025-02-01 00:50:00,0.0030352051910728767,0.0003954531990418878
2025-02-01 00:55:00,0.0029174779353879424,0.0011130702428603523
2025-02-01 01:00:00,0.002807172823322171,0.002219422506285365
2025-02-01 01:05:00,0.002694829280944317,0.0004994674457084071
2025-02-01 01:10:00,0.002593331985452944,4.213339433261552e-05
2025-02-01 01:15:00,0.002504679002724325,0.0016173898497928005
2025-02-01 01:20:00,0.0024234857611899387,0.001361552621070943
2025-02-01 01:25:00,0.0023502307274339577,0.0004544421800544764
2025-02-01 01:30:00,0.0022836406050918824,0.0008240899386041612
2025-02-01 01:35:00,0.0022224771409951236,0.00018938454588540439
2025-02-01 01:40:00,0.0021652615044639198,0.000393684819819949
2025-02-01 01:45:00,0.0021340097413895254,0.0033467495265326764
2025-02-01 01:50:00,0.0021060249879954365,0.0004490907494969286
2025-02-01 01:55:00,0.002075409174308846,0.001643628596398182
2025-02-01 02:00:00,0.002043405113250483,0.0008719119710153003
2025-02-01 02:05:00,0.00199879204798044,0.00044923562862323824
2025-02-01 02:10:00,0.001958708003563145,5.425935975281999e-05
2025-02-01 02:15:00,0.0019234240147353733,0.0008316535015560324
2025-02-01 02:20:00,0.001889737687956662,0.00047299343963248455
2025-02-01 02:25:00,0.00185021873900149,0.0007415736773720389
2025-02-01 02:30:00,0.0018014325377224887,0.000576154171864567
2025-02-01 02:35:00,0.0017542263002551482,0.0009289224263803283
2025-02-01 02:40:00,0.0017109293920465852,0.000238123587266315
2025-02-01 02:45:00,0.0016719611851430081,3.0138592317595222e-06
2025-02-01 02:50:00,0.0016435326118278085,0.0017586227551738655
2025-02-01 02:55:00,0.0016212634776928945,0.0018070892355358866
2025-02-01 03:00:00,0.0015933985980915982,0.0017194618205200343
2025-02-01 03:05:00,0.001568798058739613,0.00023024023852822247
2025-02-01 03:10:00,0.0015464595902300877,0.00038780358234822855
2025-02-01 03:15:00,0.0015238834021096411,0.0010975718086001602
2025-02-01 03:20:00,0.0014978929974392545,0.00018806742575954891
2025-02-01 03:25:00,0.0014763869484233577,0.0015723607769576899
2025-02-01 03:30:00,0.0014551530256394101,0.0013344988111132017
2025-02-01 03:35:00,0.001434925422098887,0.0005507336915888213
2025-02-01 03:40:00,0.001420628038396368,0.0010768422189271355
2025-02-01 03:45:00,0.001387225879993661,6.384405028832179e-05
2025-02-01 03:50:00,0.001357007545696748,0.0011802534047577833
2025-02-01 03:55:00,0.0013392701762493754,0.0019703660976926806
2025-02-01 04:00:00,0.0013251612467677285,0.0011657949824995257
2025-02-01 04:05:00,0.0013186020245449304,0.002080559372910971
2025-02-01 04:10:00,0.0013125503286134231,0.00018548616432823972
2025-02-01 04:15:00,0.001307583059948562,0.0009149340046823245
2025-02-01 04:20:00,0.0013133445286597424,0.0018334259229140957
2025-02-01 04:25:00,0.0013181395119963976,6.065403243229061e-06
2025-02-01 04:30:00,0.001327716697898565,0.00143041597362059
2025-02-01 04:35:00,0.0013343008222768311,0.00030581919662569845
2025-02-01 04:40:00,0.001341338974355398,0.0006658172698690407
2025-02-01 04:45:00,0.0013486238068626988,0.0008777612205710069
2025-02-01 04:50:00,0.0013567205289857951,0.001982335439436115
2025-02-01 04:55:00,0.00135853949961282,0.00038844026550324297
2025-02-01 05:00:00,0.0013553843000225503,0.0005462010337613097
2025-02-01 05:05:00,0.001354978452470218,0.001052113040012313
2025-02-01 05:10:00,0.0013545412038602266,0.00033632134457713483
2025-02-01 05:15:00,0.0013514179999166392,0.00014542237651852808
2025-02-01 05:20:00,0.0013506122421008543,0.0009396958502172308
2025-02-01 05:25:00,0.0013447220347027888,0.0006093873117688714
2025-02-01 05:30:00,0.001339052909525715,0.0012768043417221266
2025-02-01 05:35:00,0.001335675543317954,0.0012464953414622496
2025-02-01 05:40:00,0.0013310365385635664,0.0002546318764364796
2025-02-01 05:45:00,0.0013282463336498635,0.0009212177694984771
2025-02-01 05:50:00,0.001321718659969039,0.00010904729028288715
2025-02-01 05:55:00,0.0013087001426593087,0.0004272164188796611
2025-02-01 06:00:00,0.0012941799234207603,0.00020609870382310154
2025-02-01 06:05:00,0.0012723521081752487,0.0013207200448809677
2025-02-01 06:10:00,0.0012554876819732478,0.0009085651051580979
2025-02-01 06:15:00,0.001240060839937485,0.0006122325462497129
2025-02-01 06:20:00,0.0012289826189273128,0.0020910827071821186
2025-02-01 06:25:00,0.001219089090997261,0.00026739105493160176
2025-02-01 06:30:00,0.001205236349180451,0.0008968896773328339
2025-02-01 06:35:00,0.0011925853213828163,0.00023114003843716582
