open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore
2025-02-01 02:50:00,3318.01,3318.5,3310.45,3312.18,745.863,2025-02-01 02:54:59.999,2471438.217194,7090,263.1836,871934.606431,0
2025-02-01 02:55:00,3312.19,3312.76,3302.67,3306.2,2872.9767,2025-02-01 02:59:59.999,9498089.944662,10543,704.6375,2330559.141759,0
2025-02-01 03:00:00,3306.21,3309.9,3300.51,3300.52,1553.1326,2025-02-01 03:04:59.999,5131532.902224,12937,688.4406,2274945.437239,0
2025-02-01 03:05:00,3300.52,3301.78,3294.6,3301.28,1278.0119,2025-02-01 03:09:59.999,4215285.409214,11240,644.7678,2126495.960051,0
2025-02-01 03:10:00,3301.27,3303.01,3298.21,3300.0,1300.6627,2025-02-01 03:14:59.999,4294160.83962,8245,902.6379,2979930.464974,0
2025-02-01 03:15:00,3299.99,3302.79,3292.0,3296.38,833.5498,2025-02-01 03:19:59.999,2747691.145226,9091,415.8596,1370806.498407,0
2025-02-01 03:20:00,3296.38,3298.97,3294.25,3297.0,431.6197,2025-02-01 03:24:59.999,1422959.457069,5935,242.5631,799601.963426,0
2025-02-01 03:25:00,3297.0,3297.39,3291.82,3291.82,654.8528,2025-02-01 03:29:59.999,2157490.257429,6960,315.6569,1039855.956841,0
2025-02-01 03:30:00,3291.82,3292.49,3287.0,3287.43,1308.6281,2025-02-01 03:34:59.999,4304385.348297,9949,464.484,1527780.196577,0
2025-02-01 03:35:00,3287.42,3289.39,3283.01,3285.62,1402.8845,2025-02-01 03:39:59.999,4609652.368155,12684,493.0517,1619972.577202,0
2025-02-01 03:40:00,3285.62,3290.15,3285.17,3289.16,469.2134,2025-02-01 03:44:59.999,1542513.072592,7205,264.1589,868350.788871,0
2025-02-01 03:45:00,3289.15,3291.0,3286.97,3289.37,535.1446,2025-02-01 03:49:59.999,1760302.554119,7391,333.4182,1096810.872792,0
2025-02-01 03:50:00,3289.36,3291.3,3284.06,3285.49,452.0366,2025-02-01 03:54:59.999,1486330.464852,7881,254.3243,836203.791969,0
2025-02-01 03:55:00,3285.48,3292.0,3283.51,3291.97,751.1644,2025-02-01 03:59:59.999,2470854.736315,5195,519.5224,1708908.427132,0
2025-02-01 04:00:00,3291.97,3296.0,3291.42,3295.81,570.8717,2025-02-01 04:04:59.999,1880430.064515,6794,338.0183,1113408.046456,0
2025-02-01 04:05:00,3295.81,3297.66,3288.52,3288.96,624.125,2025-02-01 04:09:59.999,2055011.502088,7300,226.9856,747779.127776,0
2025-02-01 04:10:00,3288.96,3291.98,3287.5,3288.35,1161.8882,2025-02-01 04:14:59.999,3821332.876623,6886,417.4705,1372981.370085,0
2025-02-01 04:15:00,3288.34,3291.36,3285.0,3291.36,2258.4363,2025-02-01 04:19:59.999,7423893.17916,5560,735.4312,2417303.685863,0
2025-02-01 04:20:00,3291.36,3298.38,3290.0,3297.4,1244.5667,2025-02-01 04:24:59.999,4097549.454343,6801,812.1055,2674190.497857,0
2025-02-01 04:25:00,3297.41,3298.0,3294.38,3297.38,336.3369,2025-02-01 04:29:59.999,1108597.256017,3497,219.5066,723489.05617,0
2025-02-01 04:30:00,3297.38,3305.02,3295.19,3302.1,1423.9634,2025-02-01 04:34:59.999,4700719.420335,8687,1167.7337,3854974.371174,0
2025-02-01 04:35:00,3302.1,3304.53,3301.91,3303.11,723.5607,2025-02-01 04:39:59.999,2390073.983197,3463,492.8583,1627926.163934,0
2025-02-01 04:40:00,3303.1,3307.19,3302.6,3305.31,452.5462,2025-02-01 04:44:59.999,1495714.400175,5926,264.024,872516.218622,0
2025-02-01 04:45:00,3305.3,3305.3,3300.4,3302.41,317.5427,2025-02-01 04:49:59.999,1048607.114004,4026,161.7939,534274.953067,0
2025-02-01 04:50:00,3302.41,3302.69,3295.87,3295.87,434.1328,2025-02-01 04:54:59.999,1432610.745299,4923,227.024,749266.014566,0
2025-02-01 04:55:00,3295.86,3296.12,3291.5,3294.59,423.9969,2025-02-01 04:59:59.999,1396533.796941,4481,191.0496,629194.631813,0
2025-02-01 05:00:00,3294.6,3297.59,3293.36,3296.39,436.1416,2025-02-01 05:04:59.999,1437012.518349,4456,324.5848,1069418.715683,0
2025-02-01 05:05:00,3296.39,3301.04,3294.61,3299.86,257.3344,2025-02-01 05:09:59.999,848483.643789,5026,166.7033,549644.895752,0
2025-02-01 05:10:00,3299.86,3301.92,3299.85,3300.97,172.1305,2025-02-01 05:14:59.999,568168.500909,3199,99.9999,330070.569298,0
2025-02-01 05:15:00,3300.97,3303.44,3298.4,3300.49,1163.3384,2025-02-01 05:19:59.999,3840881.861635,5083,555.0599,1832464.324799,0
2025-02-01 05:20:00,3300.49,3301.09,3297.0,3297.39,248.1557,2025-02-01 05:24:59.999,818556.679966,4467,137.2079,452546.281305,0
2025-02-01 05:25:00,3297.38,3301.62,3296.38,3299.4,336.5198,2025-02-01 05:29:59.999,1110129.781808,3854,223.1639,736252.647902,0
2025-02-01 05:30:00,3299.39,3299.4,3292.88,3295.19,373.9424,2025-02-01 05:34:59.999,1232307.804633,3641,166.7936,549657.972977,0
2025-02-01 05:35:00,3295.18,3299.4,3295.18,3299.3,246.2807,2025-02-01 05:39:59.999,811902.776038,4349,114.9479,378927.058451,0
2025-02-01 05:40:00,3299.29,3300.27,3298.2,3298.46,306.1865,2025-02-01 05:44:59.999,1010105.173229,5017,147.4971,486563.461695,0
2025-02-01 05:45:00,3298.46,3301.5,3297.38,3301.5,294.3774,2025-02-01 05:49:59.999,971308.793199,4071,199.1944,657262.799094,0
2025-02-01 05:50:00,3301.5,3302.5,3299.01,3301.14,1341.6438,2025-02-01 05:54:59.999,4429322.064007,5646,851.1604,2809933.050086,0
2025-02-01 05:55:00,3301.15,3301.5,3298.67,3299.73,344.4497,2025-02-01 05:59:59.999,1136592.006601,3664,168.1398,554818.535117,0
2025-02-01 06:00:00,3299.72,3299.91,3296.38,3299.05,791.9277,2025-02-01 06:04:59.999,2611636.858464,4836,570.8786,1882521.604045,0
2025-02-01 06:05:00,3299.05,3306.5,3298.78,3303.41,1827.1897,2025-02-01 06:09:59.999,6034962.306286,7392,959.4088,3168436.907353,0
2025-02-01 06:10:00,3303.41,3303.41,3299.11,3300.41,289.0003,2025-02-01 06:14:59.999,953822.974422,3013,160.0886,528307.430805,0
2025-02-01 06:15:00,3300.4,3300.41,3298.39,3298.39,209.8647,2025-02-01 06:19:59.999,692371.124381,2511,79.5135,262331.505251,0
2025-02-01 06:20:00,3298.39,3298.95,3288.56,3291.5,949.2352,2025-02-01 06:24:59.999,3126264.064198,6218,352.2931,1159959.598275,0
2025-02-01 06:25:00,3291.49,3294.59,3289.15,3290.62,428.0422,2025-02-01 06:29:59.999,1408909.951968,5314,204.4491,672917.538211,0
2025-02-01 06:30:00,3290.63,3292.86,3287.17,3287.67,1583.5961,2025-02-01 06:34:59.999,5208640.84072,8670,334.0264,1099109.056159,0
2025-02-01 06:35:00,3287.66,3290.14,3287.0,3288.43,2019.0739,2025-02-01 06:39:59.999,6639609.187731,6070,1158.0708,3808033.096947,0
2025-02-01 06:40:00,3288.44,3288.44,3280.69,3283.22,4177.5263,2025-02-01 06:44:59.999,13717467.173007,10206,1854.8553,6090820.282038,0
2025-02-01 06:45:00,3283.23,3284.72,3273.44,3284.72,2783.0811,2025-02-01 06:49:59.999,9121866.155866,14848,1091.8178,3578526.832999,0
2025-02-01 06:50:00,3284.72,3293.72,3284.72,3293.42,1012.0499,2025-02-01 06:54:59.999,3330569.523054,8867,559.5155,1841217.087507,0
2025-02-01 06:55:00,3293.42,3296.06,3292.71,3295.99,795.5735,2025-02-01 06:59:59.999,2621391.191737,5619,603.1334,1987298.89116,0
2025-02-01 07:00:00,3296.0,3299.6,3293.0,3298.94,644.013,2025-02-01 07:04:59.999,2123183.4881,6417,336.3653,1108937.856666,0
2025-02-01 07:05:00,3298.94,3301.04,3297.71,3300.03,570.3237,2025-02-01 07:09:59.999,1881570.593686,6039,447.9631,1477854.855703,0
2025-02-01 07:10:00,3300.03,3300.98,3295.45,3295.45,381.8134,2025-02-01 07:14:59.999,1259672.103314,4035,123.6433,407873.236189,0
2025-02-01 07:15:00,3295.45,3295.46,3288.8,3290.35,525.323,2025-02-01 07:19:59.999,1728963.253149,6839,255.0453,839351.090288,0
2025-02-01 07:20:00,3290.35,3290.36,3285.5,3288.41,286.0144,2025-02-01 07:24:59.999,940342.246949,5523,153.9975,506298.978087,0
2025-02-01 07:25:00,3288.41,3291.14,3287.12,3290.44,404.8781,2025-02-01 07:29:59.999,1331546.720703,5566,263.7529,867463.455604,0
2025-02-01 07:30:00,3290.44,3294.08,3287.41,3287.51,371.3443,2025-02-01 07:34:59.999,1222428.889749,6381,205.9947,678136.997876,0
2025-02-01 07:35:00,3287.51,3287.51,3281.71,3285.33,658.4586,2025-02-01 07:39:59.999,2162665.495821,6633,348.5743,1144825.258349,0
2025-02-01 07:40:00,3285.32,3285.33,3280.3,3281.51,584.5102,2025-02-01 07:44:59.999,1918772.229069,6518,259.0633,850568.319575,0
2025-02-01 07:45:00,3281.51,3285.53,3279.58,3279.59,473.8893,2025-02-01 07:49:59.999,1555342.976767,8787,242.9534,797441.111859,0
2025-02-01 07:50:00,3279.59,3280.83,3277.67,3279.6,619.7292,2025-02-01 07:54:59.999,2031927.226136,6469,227.2629,745161.401663,0
2025-02-01 07:55:00,3279.59,3281.96,3279.52,3280.1,321.6441,2025-02-01 07:59:59.999,1055103.143495,4358,175.976,577250.692201,0
2025-02-01 08:00:00,3280.11,3285.43,3279.95,3283.0,387.6465,2025-02-01 08:04:59.999,1272535.992993,5437,238.8399,783970.104941,0
2025-02-01 08:05:00,3283.0,3283.86,3279.66,3281.7,599.0505,2025-02-01 08:09:59.999,1966141.206175,8081,203.1815,666731.574148,0
2025-02-01 08:10:00,3281.7,3286.31,3281.01,3281.81,609.2707,2025-02-01 08:14:59.999,2001004.520519,7744,396.0291,1300729.398579,0
2025-02-01 08:15:00,3281.8,3284.31,3273.09,3274.16,2252.0868,2025-02-01 08:19:59.999,7386955.176956,7248,1362.1756,4468998.809393,0
2025-02-01 08:20:00,3274.16,3282.04,3274.01,3274.27,682.1998,2025-02-01 08:24:59.999,2235883.264979,9539,315.589,1034186.617666,0
2025-02-01 08:25:00,3274.27,3274.27,3261.69,3265.6,4129.4019,2025-02-01 08:29:59.999,13486436.061125,26970,1761.0572,5750399.049538,0
2025-02-01 08:30:00,3265.6,3266.19,3251.93,3255.41,3590.6361,2025-02-01 08:34:59.999,11696799.148153,24045,1107.8833,3609144.300802,0
2025-02-01 08:35:00,3255.41,3263.33,3246.1,3259.5,4284.209,2025-02-01 08:39:59.999,13940608.968624,25995,1452.8252,4728256.47542,0
2025-02-01 08:40:00,3259.5,3264.28,3256.18,3261.69,1248.6809,2025-02-01 08:44:59.999,4071473.25929,11268,648.5414,2114151.266577,0
2025-02-01 08:45:00,3261.69,3265.0,3255.72,3261.44,1605.4782,2025-02-01 08:49:59.999,5235765.025593,19026,595.7752,1942557.286943,0
2025-02-01 08:50:00,3261.44,3266.0,3255.74,3263.21,1227.8278,2025-02-01 08:54:59.999,4003819.888051,14327,639.697,2085961.294985,0
2025-02-01 08:55:00,3263.22,3270.0,3262.37,3268.48,670.4617,2025-02-01 08:59:59.999,2191071.33274,8158,408.9775,1336438.289841,0
2025-02-01 09:00:00,3268.48,3268.8,3260.0,3260.51,908.8588,2025-02-01 09:04:59.999,2966017.433736,10629,559.3177,1824938.258265,0
2025-02-01 09:05:00,3260.5,3263.0,3257.69,3260.49,979.412,2025-02-01 09:09:59.999,3194790.175835,8464,681.6792,2223773.183133,0
2025-02-01 09:10:00,3260.5,3263.0,3254.18,3254.7,742.2155,2025-02-01 09:14:59.999,2418867.462205,10433,283.8395,925185.493802,0
2025-02-01 09:15:00,3254.7,3261.97,3254.4,3256.15,2236.916,2025-02-01 09:19:59.999,7285120.742951,12286,1045.6458,3405584.55171,0
2025-02-01 09:20:00,3256.15,3263.85,3255.84,3262.61,938.6114,2025-02-01 09:24:59.999,3060204.905721,12010,698.3097,2276929.793986,0
2025-02-01 09:25:00,3262.6,3264.76,3251.0,3255.38,1478.8148,2025-02-01 09:29:59.999,4816729.173867,11913,423.2674,1378613.929029,0
2025-02-01 09:30:00,3255.39,3257.62,3243.21,3246.9,2890.5661,2025-02-01 09:34:59.999,9390139.124858,20502,991.8909,3222457.453836,0
2025-02-01 09:35:00,3246.9,3248.15,3236.59,3240.4,3110.2297,2025-02-01 09:39:59.999,10079837.625274,25528,1071.3462,3472036.014828,0
2025-02-01 09:40:00,3240.4,3245.62,3237.9,3240.01,2102.0708,2025-02-01 09:44:59.999,6813208.919797,16494,741.3529,2402973.54988,0
2025-02-01 09:45:00,3240.02,3241.27,3224.01,3229.66,3238.9139,2025-02-01 09:49:59.999,10467734.140406,28036,1188.6708,3840855.646147,0
2025-02-01 09:50:00,3229.67,3237.18,3226.03,3236.08,2046.8861,2025-02-01 09:54:59.999,6612378.116227,21408,1070.9422,3459556.721716,0
2025-02-01 09:55:00,3236.08,3239.2,3232.2,3236.19,716.8016,2025-02-01 09:59:59.999,2319413.846646,16431,432.3169,1398752.637226,0
2025-02-01 10:00:00,3236.19,3243.06,3235.62,3241.18,1002.8527,2025-02-01 10:04:59.999,3248987.47199,16062,699.0655,2264902.171353,0
2025-02-01 10:05:00,3241.19,3248.3,3240.69,3247.59,572.5246,2025-02-01 10:09:59.999,1857584.143174,8891,369.816,1199764.708521,0
2025-02-01 10:10:00,3247.6,3247.9,3238.07,3243.1,954.1217,2025-02-01 10:14:59.999,3092788.896938,6838,392.7462,1273070.016814,0
2025-02-01 10:15:00,3243.1,3243.31,3232.9,3238.48,1426.1855,2025-02-01 10:19:59.999,4616679.993305,10480,447.5564,1448979.25956,0
2025-02-01 10:20:00,3238.48,3248.66,3234.75,3248.64,811.0692,2025-02-01 10:24:59.999,2629415.763533,10616,543.7346,1763151.606234,0
2025-02-01 10:25:00,3248.63,3248.63,3246.13,3247.22,812.1128,2025-02-01 10:29:59.999,2637409.067791,5320,499.3649,1621691.128577,0
2025-02-01 10:30:00,3247.22,3251.66,3245.4,3250.3,1209.7657,2025-02-01 10:34:59.999,3930471.976682,9475,759.2339,2466616.930062,0
2025-02-01 10:35:00,3250.3,3252.5,3245.12,3245.12,1153.493,2025-02-01 10:39:59.999,3748748.692535,8740,526.753,1712478.852471,0
2025-02-01 10:40:00,3245.12,3245.37,3237.61,3237.91,500.7019,2025-02-01 10:44:59.999,1622819.395049,7691,222.0093,719506.635397,0
2025-02-01 10:45:00,3237.92,3243.3,3233.71,3234.73,741.4741,2025-02-01 10:49:59.999,2400795.428457,12418,393.389,1273704.891062,0
2025-02-01 10:50:00,3234.74,3238.93,3228.14,3238.92,1282.6888,2025-02-01 10:54:59.999,4146943.665733,16821,698.8839,2259760.099495,0
2025-02-01 10:55:00,3238.92,3240.87,3233.16,3234.31,785.0939,2025-02-01 10:59:59.999,2541236.81679,10899,300.5848,972970.68629,0
2025-02-01 11:00:00,3234.31,3237.08,3230.0,3232.9,767.9201,2025-02-01 11:04:59.999,2483515.28507,14426,230.7008,745975.30683,0
2025-02-01 11:05:00,3232.9,3239.09,3230.79,3238.9,816.9597,2025-02-01 11:09:59.999,2641880.00699,14324,454.8542,1471130.276636,0
2025-02-01 11:10:00,3238.9,3244.51,3237.09,3243.74,534.3209,2025-02-01 11:14:59.999,1732153.575459,9751,297.4655,964385.551927,0
2025-02-01 11:15:00,3243.75,3247.6,3243.7,3246.18,543.5681,2025-02-01 11:19:59.999,1764311.907105,8671,344.0867,1116834.924691,0
2025-02-01 11:20:00,3246.18,3246.18,3239.09,3241.81,563.1767,2025-02-01 11:24:59.999,1825856.470558,5643,305.8608,991606.632576,0
2025-02-01 11:25:00,3241.82,3246.0,3241.07,3243.62,276.0872,2025-02-01 11:29:59.999,895710.094313,5124,146.1049,473988.815115,0
2025-02-01 11:30:00,3243.61,3248.02,3242.11,3245.9,931.1747,2025-02-01 11:34:59.999,3022820.338498,6182,609.2552,1977612.105426,0
2025-02-01 11:35:00,3245.91,3252.17,3245.6,3246.41,1012.9954,2025-02-01 11:39:59.999,3291677.992186,6472,617.818,2007422.619225,0
2025-02-01 11:40:00,3246.4,3249.4,3245.12,3247.12,557.5941,2025-02-01 11:44:59.999,1810556.680212,4981,327.3503,1062963.916234,0
2025-02-01 11:45:00,3247.12,3247.88,3244.17,3246.99,368.5582,2025-02-01 11:49:59.999,1196360.346281,7113,159.8116,518752.184036,0
2025-02-01 11:50:00,3247.0,3252.02,3246.41,3248.14,328.468,2025-02-01 11:54:59.999,1067265.705613,8897,218.8101,710962.475589,0
2025-02-01 11:55:00,3248.14,3253.0,3248.14,3252.16,595.9189,2025-02-01 11:59:59.999,1937380.873621,6462,442.3434,1438000.417464,0
2025-02-01 12:00:00,3252.17,3254.36,3248.9,3253.31,798.6313,2025-02-01 12:04:59.999,2596743.23767,9603,472.683,1536826.113875,0
2025-02-01 12:05:00,3253.3,3255.39,3250.8,3251.51,766.9472,2025-02-01 12:09:59.999,2495237.228183,7455,436.132,1418894.841975,0
2025-02-01 12:10:00,3251.51,3253.53,3250.0,3250.01,469.4273,2025-02-01 12:14:59.999,1526406.674978,4581,326.985,1063200.059047,0
2025-02-01 12:15:00,3250.0,3252.76,3246.67,3250.66,693.5725,2025-02-01 12:19:59.999,2254138.112727,6737,447.8803,1455702.173014,0
2025-02-01 12:20:00,3250.65,3261.17,3250.58,3257.76,1527.5302,2025-02-01 12:24:59.999,4974518.492269,9775,1154.7397,3760259.811811,0
2025-02-01 12:25:00,3257.76,3260.47,3256.79,3259.5,675.7596,2025-02-01 12:29:59.999,2201992.552452,5404,372.5923,1214035.603108,0
2025-02-01 12:30:00,3259.5,3264.9,3257.85,3264.65,850.1745,2025-02-01 12:34:59.999,2772967.298698,7750,481.7882,1571205.498035,0
2025-02-01 12:35:00,3264.65,3268.7,3262.44,3265.62,1132.0373,2025-02-01 12:39:59.999,3697481.476808,10349,779.3514,2545356.93093,0
2025-02-01 12:40:00,3265.62,3267.32,3262.46,3262.6,939.8198,2025-02-01 12:44:59.999,3068040.714709,6610,397.4857,1297483.138323,0
2025-02-01 12:45:00,3262.61,3268.25,3262.0,3266.0,610.7463,2025-02-01 12:49:59.999,1994717.53455,7201,404.7938,1322029.121601,0
2025-02-01 12:50:00,3265.99,3272.28,3265.88,3269.32,996.6889,2025-02-01 12:54:59.999,3258799.209441,7768,802.0944,2622429.622499,0
2025-02-01 12:55:00,3269.32,3270.18,3265.01,3267.2,563.2611,2025-02-01 12:59:59.999,1840402.450411,5747,281.914,921163.182903,0
2025-02-01 13:00:00,3267.2,3267.21,3261.0,3263.11,1047.3997,2025-02-01 13:04:59.999,3418170.957956,7221,389.8028,1271934.939109,0
2025-02-01 13:05:00,3263.12,3267.9,3263.11,3263.57,560.3474,2025-02-01 13:09:59.999,1829746.70886,5697,333.9533,1090482.471499,0
2025-02-01 13:10:00,3263.57,3268.0,3263.56,3268.0,377.0763,2025-02-01 13:14:59.999,1231695.184972,4582,181.8307,593905.957047,0
2025-02-01 13:15:00,3268.0,3268.0,3264.47,3267.12,386.2054,2025-02-01 13:19:59.999,1261585.315629,4382,268.7345,877837.651474,0
2025-02-01 13:20:00,3267.11,3270.86,3267.1,3270.86,434.9529,2025-02-01 13:24:59.999,1421796.582066,4725,269.1519,879790.622205,0
2025-02-01 13:25:00,3270.85,3273.15,3268.24,3269.02,473.6715,2025-02-01 13:29:59.999,1549068.220992,5981,292.4188,956304.876415,0
2025-02-01 13:30:00,3269.02,3269.25,3263.03,3264.23,648.9803,2025-02-01 13:34:59.999,2119337.682653,5445,197.3503,644418.32939,0
2025-02-01 13:35:00,3264.23,3268.73,3263.74,3267.72,426.1989,2025-02-01 13:39:59.999,1391841.33806,6034,182.9966,597570.236467,0
2025-02-01 13:40:00,3267.72,3267.72,3258.2,3258.2,685.0671,2025-02-01 13:44:59.999,2234007.955802,8174,197.2366,643200.656101,0
2025-02-01 13:45:00,3258.21,3258.21,3249.04,3251.16,1436.2106,2025-02-01 13:49:59.999,4671972.861999,13343,420.7712,1368373.659179,0
2025-02-01 13:50:00,3251.16,3251.8,3243.48,3248.76,1111.9542,2025-02-01 13:54:59.999,3610039.178798,16943,489.7583,1590010.675363,0
2025-02-01 13:55:00,3248.75,3249.41,3242.15,3246.21,761.4419,2025-02-01 13:59:59.999,2471147.196049,12953,367.5335,1192705.303085,0
2025-02-01 14:00:00,3246.21,3252.3,3242.11,3250.88,871.0596,2025-02-01 14:04:59.999,2829112.997012,16884,454.7653,1476888.875212,0
2025-02-01 14:05:00,3250.88,3255.18,3248.63,3252.16,697.0639,2025-02-01 14:09:59.999,2266454.534762,9698,397.4886,1292375.457153,0
2025-02-01 14:10:00,3252.16,3252.17,3240.91,3242.71,726.4428,2025-02-01 14:14:59.999,2357790.336764,8475,323.5543,1050063.041433,0
2025-02-01 14:15:00,3242.71,3247.69,3234.53,3247.68,1237.3711,2025-02-01 14:19:59.999,4009182.875926,16296,557.8627,1807268.611531,0
2025-02-01 14:20:00,3247.68,3251.49,3244.4,3251.48,833.644,2025-02-01 14:24:59.999,2707939.692878,9983,577.7034,1876642.531708,0
2025-02-01 14:25:00,3251.49,3254.65,3249.8,3250.8,551.1088,2025-02-01 14:29:59.999,1792099.341367,6450,409.5853,1331861.687474,0
2025-02-01 14:30:00,3250.81,3256.46,3250.5,3255.1,653.3241,2025-02-01 14:34:59.999,2125863.501923,8876,390.5101,1270591.57128,0
2025-02-01 14:35:00,3255.11,3255.76,3247.69,3251.61,1204.9479,2025-02-01 14:39:59.999,3918136.720573,8050,674.7885,2193840.420124,0
2025-02-01 14:40:00,3251.61,3253.53,3249.68,3251.5,725.9289,2025-02-01 14:44:59.999,2360516.336498,5154,589.0135,1915257.772828,0
2025-02-01 14:45:00,3251.51,3251.91,3240.46,3240.47,993.1853,2025-02-01 14:49:59.999,3223628.991096,8795,372.9261,1210534.687539,0
2025-02-01 14:50:00,3240.46,3244.03,3236.08,3239.72,1198.479,2025-02-01 14:54:59.999,3881478.406784,9319,589.7693,1909980.140654,0
2025-02-01 14:55:00,3239.72,3240.68,3236.08,3238.8,597.7122,2025-02-01 14:59:59.999,1935313.949482,7390,300.7862,973839.206131,0
