open_time,sigma_pred,sigma_real
2025-02-01 00:05:00,0.001711711929805123,0.0032438720832446604
2025-02-01 00:10:00,0.0016745274927280522,0.000269343967491217
2025-02-01 00:15:00,0.001647070721422778,0.0002420450397123039
2025-02-01 00:20:00,0.0016804900492198602,0.0010290962719662297
2025-02-01 00:25:00,0.0017982509339369622,0.0021706252705740157
2025-02-01 00:30:00,0.0018266279838434415,0.002845710854982263
2025-02-01 00:35:00,0.0018371779940239412,0.0015875299106024572
2025-02-01 00:40:00,0.0018453526520983406,0.0007097929061975975
2025-02-01 00:45:00,0.001824219649697991,0.0
2025-02-01 00:50:00,0.001977522103337077,0.0003954531990418878
2025-02-01 00:55:00,0.0021078708769501605,0.0011130702428603523
2025-02-01 01:00:00,0.003229918772180651,0.002219422506285365
2025-02-01 01:05:00,0.0033589459482160997,0.0004994674457084071
2025-02-01 01:10:00,0.0033933798424873964,4.213339433261552e-05
2025-02-01 01:15:00,0.003663555441060093,0.0016173898497928005
2025-02-01 01:20:00,0.0036000103642164953,0.001361552621070943
2025-02-01 01:25:00,0.0039046492246816705,0.0004544421800544764
2025-02-01 01:30:00,0.0038615396128041787,0.0008240899386041612
2025-02-01 01:35:00,0.003847908208423044,0.00018938454588540439
2025-02-01 01:40:00,0.003859164767993469,0.000393684819819949
2025-02-01 01:45:00,0.004033526104255536,0.0033467495265326764
2025-02-01 01:50:00,0.004048548923262498,0.0004490907494969286
2025-02-01 01:55:00,0.004052998356346136,0.001643628596398182
2025-02-01 02:00:00,0.003967373342794486,0.0008719119710153003
2025-02-01 02:05:00,0.0038730633518734643,0.00044923562862323824
2025-02-01 02:10:00,0.0037905572084853344,5.425935975281999e-05
2025-02-01 02:15:00,0.0037759938948059325,0.0008316535015560324
2025-02-01 02:20:00,0.003792169208555801,0.00047299343963248455
2025-02-01 02:25:00,0.0037112106100196753,0.0007415736773720389
2025-02-01 02:30:00,0.003554111865869258,0.000576154171864567
2025-02-01 02:35:00,0.0034198958536644087,0.0009289224263803283
2025-02-01 02:40:00,0.003304909041445422,0.000238123587266315
2025-02-01 02:45:00,0.003307178536636046,3.0138592317595222e-06
2025-02-01 02:50:00,0.0032275426868558017,0.0017586227551738655
2025-02-01 02:55:00,0.0031409588828539767,0.0018070892355358866
2025-02-01 03:00:00,0.003032356775582364,0.0017194618205200343
2025-02-01 03:05:00,0.00289874821628593,0.00023024023852822247
2025-02-01 03:10:00,0.002785390171644166,0.00038780358234822855
2025-02-01 03:15:00,0.002733737994730991,0.0010975718086001602
2025-02-01 03:20:00,0.0027766209898389235,0.00018806742575954891
2025-02-01 03:25:00,0.002703794194480174,0.0015723607769576899
2025-02-01 03:30:00,0.002628296082876697,0.0013344988111132017
2025-02-01 03:35:00,0.002541477791126895,0.0005507336915888213
2025-02-01 03:40:00,0.0024982104616475868,0.0010768422189271355
2025-02-01 03:45:00,0.002410278188342948,6.384405028832179e-05
2025-02-01 03:50:00,0.0023258869310961287,0.0011802534047577833
2025-02-01 03:55:00,0.002259815543011425,0.0019703660976926806
2025-02-01 04:00:00,0.0021562519411856993,0.0011657949824995257
2025-02-01 04:05:00,0.002083164958317922,0.002080559372910971
2025-02-01 04:10:00,0.0020038784743429652,0.00018548616432823972
2025-02-01 04:15:00,0.1,0.0009149340046823245
2025-02-01 04:20:00,0.09000000000000001,0.0018334259229140957
2025-02-01 04:25:00,0.08100000000000002,6.065403243229061e-06
2025-02-01 04:30:00,0.07290000000000002,0.00143041597362059
2025-02-01 04:35:00,0.06561000000000002,0.00030581919662569845
2025-02-01 04:40:00,0.05904900000000002,0.0006658172698690407
2025-02-01 04:45:00,0.05314410000000002,0.0008777612205710069
2025-02-01 04:50:00,0.04782969000000002,0.001982335439436115
2025-02-01 04:55:00,0.043046721000000024,0.00038844026550324297
