open_time,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,volume_log,volume_log_z
2024-01-01 04:40:00,2274.99,2276.11,2272.79,2274.41,590.2198,1342580.732288,1851,266.4242,606013.77117,6.382187860277504,-0.1950718578794596
2024-01-01 04:45:00,2274.4,2276.36,2272.56,2276.27,439.6939,1000157.278847,1832,189.9132,431984.958178,6.088350530136534,-0.6962597476774477
2024-01-01 04:50:00,2276.28,2277.83,2275.24,2277.83,1139.3556,2593926.082153,2075,749.6529,1706775.785479,7.0390954225731095,0.8988380923868329
2024-01-01 04:55:00,2277.83,2279.86,2277.34,2279.55,718.0514,1635904.94025,1887,395.9409,902058.967017,6.5779328433439135,0.122268428728243
2024-01-01 05:00:00,2279.54,2282.19,2276.29,2276.47,1506.2197,3434147.919525,3057,931.7797,2124665.210663,7.318021974331159,1.3581178578065152
2024-01-01 05:05:00,2276.47,2279.87,2276.46,2279.78,388.6799,885802.579825,1424,219.7187,500682.004786,5.965325632877438,-0.9217220624203628
2024-01-01 05:10:00,2279.79,2283.19,2279.78,2283.19,514.9421,1174858.329668,1422,431.1296,983659.677909,6.245994549883302,-0.4502480885501669
2024-01-01 05:15:00,2283.19,2283.36,2280.74,2281.93,569.8652,1300345.216116,1344,399.6666,911912.272075,6.347153104727641,-0.2811334651681338
2024-01-01 05:20:00,2281.92,2282.23,2279.81,2279.81,543.4608,1239648.111138,1160,197.7034,450964.849323,6.299795947127609,-0.3627783288909134
2024-01-01 05:25:00,2279.82,2279.82,2277.05,2278.55,396.0248,902351.737585,1196,203.5211,463695.790993,5.983998747249968,-0.9000136644612466
2024-01-01 05:30:00,2278.54,2280.32,2278.2,2278.91,623.2025,1420381.068488,1941,404.112,920998.305872,6.43647483495522,-0.1363542733165638
2024-01-01 05:35:00,2278.92,2278.94,2276.26,2278.15,317.1937,722500.146922,1325,205.9581,469140.974036,5.76266031683905,-1.2787831265586092
2024-01-01 05:40:00,2278.16,2279.69,2277.8,2279.3,383.9476,874898.183015,1292,279.4859,636831.776205,5.953107221128705,-0.954002964208459
2024-01-01 05:45:00,2279.3,2279.31,2275.4,2275.76,431.4251,982186.946652,1238,158.4226,360556.714738,6.069409132183935,-0.7541205517133112
2024-01-01 05:50:00,2275.75,2276.1,2274.32,2274.74,461.0798,1049154.196067,1475,141.8641,322807.61177,6.1357376034388285,-0.6519754672845214
2024-01-01 05:55:00,2274.74,2275.89,2272.62,2275.89,569.0753,1294086.970576,1443,244.0481,555042.221728,6.3457684573666215,-0.3012291762423076
2024-01-01 06:00:00,2275.89,2277.03,2274.16,2277.02,617.5396,1405235.087449,1312,276.2409,628623.544534,6.427361215652012,-0.1627782956337152
2024-01-01 06:05:00,2277.02,2278.43,2276.79,2277.79,659.633,1502512.711985,1219,399.1203,909102.215437,6.49319846629574,-0.0531327804233071
2024-01-01 06:10:00,2277.79,2277.8,2274.99,2274.99,542.8,1235747.114588,1311,168.102,382741.238843,6.29858153219837,-0.3912572728699023
2024-01-01 06:15:00,2274.99,2280.45,2274.28,2279.4,603.2402,1374506.856595,1629,483.5156,1101657.412898,6.403971800999445,-0.2133613946878833
2024-01-01 06:20:00,2279.4,2279.4,2274.87,2274.89,1091.3399,2484468.579402,2012,324.6061,738923.857937,6.996077371608608,0.8029520413991135
2024-01-01 06:25:00,2274.89,2276.34,2274.6,2276.14,307.0008,698658.574165,1122,151.5986,344969.77504,5.730102380372799,-1.3874424341002054
2024-01-01 06:30:00,2276.14,2278.24,2275.41,2277.74,421.3815,959422.34952,1165,272.076,619439.043492,6.045908934084435,-0.8517811159858821
2024-01-01 06:35:00,2277.73,2279.99,2277.73,2279.72,495.5384,1129404.828233,1453,358.5733,817178.002212,6.207660821884264,-0.5764954255212454
2024-01-01 06:40:00,2279.71,2282.34,2279.71,2280.97,354.3764,808456.53086,1372,147.8833,337326.736447,5.873177509463932,-1.1669457523595073
2024-01-01 06:45:00,2280.96,2281.8,2280.69,2281.55,329.8075,752397.910661,991,93.5807,213476.973294,5.801536635202076,-1.2994797058781211
2024-01-01 06:50:00,2281.56,2283.29,2281.33,2283.08,284.9881,650471.88228,1083,163.1103,372294.492953,5.655950201562591,-1.556244804211313
2024-01-01 06:55:00,2283.08,2283.31,2281.9,2281.9,348.9865,796588.051981,1070,154.3747,352358.985873,5.857894582310991,-1.2213228199908042
2024-01-01 07:00:00,2281.9,2286.07,2281.51,2284.95,458.742,1047899.645204,1866,279.5892,638574.551388,6.130665462571752,-0.7346785110824939
2024-01-01 07:05:00,2284.96,2286.42,2284.35,2284.99,536.1462,1225123.498827,1298,277.6824,634477.510339,6.286270310713517,-0.4556190047800393
2024-01-01 07:10:00,2284.99,2284.99,2284.19,2284.19,444.5543,1015627.710125,843,232.8969,532062.577979,6.099319125005313,-0.7892928492616085
2024-01-01 07:15:00,2284.19,2284.76,2282.42,2283.9,521.0141,1189826.910121,1489,261.5688,597349.029393,6.257694599012088,-0.5048738390478992
2024-01-01 07:20:00,2283.9,2285.89,2282.98,2283.64,553.8356,1265235.272545,1605,266.4019,608565.922108,6.318671853649529,-0.3950481360664793
2024-01-01 07:25:00,2283.65,2285.91,2282.99,2285.9,553.1736,1263825.742093,1327,269.3699,615302.585815,6.31747799506183,-0.3930947415457714
2024-01-01 07:30:00,2285.91,2286.89,2285.43,2286.89,446.977,1021733.733337,1178,311.3161,711611.437129,6.104741891811365,-0.767233169746567
2024-01-01 07:35:00,2286.88,2287.88,2286.11,2286.11,303.0796,693164.353024,1175,135.8064,310622.738779,5.717289509236823,-1.4513627447088269
2024-01-01 07:40:00,2286.11,2286.12,2283.6,2283.61,270.9139,619072.734343,1191,120.2219,274744.866466,5.605485472067686,-1.6371571520515544
2024-01-01 07:45:00,2283.61,2284.4,2282.28,2284.39,743.6752,1698135.663405,1377,379.5814,866809.897358,6.61294815016127,0.1511015856670446
2024-01-01 07:50:00,2284.39,2284.79,2283.4,2284.79,335.0843,765406.839327,1025,254.2807,580842.181615,5.817362021351998,-1.2541010382824758
2024-01-01 07:55:00,2284.79,2285.39,2284.31,2284.67,496.9929,1135548.251616,1003,342.0948,781620.102211,6.210585819894908,-0.556072863966977
2024-01-01 08:00:00,2284.68,2287.38,2284.44,2284.44,585.7189,1338863.716737,1696,319.8331,731073.861992,6.374545829491697,-0.2644263684305
2024-01-01 08:05:00,2284.44,2285.28,2284.38,2284.41,336.6897,769231.95572,1261,139.2411,318117.790802,5.822127426482193,-1.2355332418555325
2024-01-01 08:10:00,2284.41,2287.0,2284.37,2284.8,415.6332,949917.729142,1330,211.3147,482886.85068,6.032206218402413,-0.8614987104637123
2024-01-01 08:15:00,2284.8,2285.38,2283.9,2285.37,247.5546,565555.727508,1003,148.0795,338292.785872,5.51566253971201,-1.7573844554558526
2024-01-01 08:20:00,2285.37,2286.95,2285.37,2286.2,233.2361,533285.248831,1158,139.6228,319225.400221,5.4563295810441765,-1.8449660811683155
2024-01-01 08:25:00,2286.19,2286.2,2282.27,2283.01,414.8939,947407.741371,1417,93.6432,213798.185285,6.030430179654048,-0.8404058055695864
2024-01-01 08:30:00,2283.02,2283.81,2280.15,2280.3,1132.7782,2584358.396183,1792,355.3553,810715.053843,7.033310874328392,0.9092989878438918
2024-01-01 08:35:00,2280.29,2281.89,2280.19,2280.2,345.402,787868.824939,1325,190.3529,434192.999603,5.847599950343668,-1.158504179197967
2024-01-01 08:40:00,2280.19,2281.88,2280.0,2281.38,364.8733,832354.707153,1239,128.5151,293134.010161,5.902287098605629,-1.0688390136955648
2024-01-01 08:45:00,2281.38,2283.87,2281.16,2283.27,527.9078,1205147.285722,1413,127.2224,290374.30492,6.270814125552526,-0.4300797089952142
2024-01-01 08:50:00,2283.27,2285.97,2283.27,2285.97,647.0725,1478474.796505,1263,497.3817,1136387.388437,6.47400257280992,-0.0740699836580492
2024-01-01 08:55:00,2285.96,2287.05,2285.83,2287.01,319.4333,730260.616776,998,183.157,418737.753933,5.769674142377857,-1.3091579638307935
2024-01-01 09:00:00,2287.01,2290.0,2287.0,2289.9,726.6012,1662868.928713,1934,572.103,1309253.103532,6.589753095900441,0.1341030387774596
2024-01-01 09:05:00,2289.91,2290.37,2288.4,2289.79,648.8878,1485678.085599,1838,390.7253,894587.55922,6.4767997326053175,-0.0634601521774293
2024-01-01 09:10:00,2289.8,2291.22,2288.85,2289.82,647.9321,1483913.446321,1535,398.6695,913033.125428,6.475328088734627,-0.066443353395562
2024-01-01 09:15:00,2289.83,2290.77,2288.64,2288.65,425.1521,973599.735029,1238,144.4967,330854.37475,6.054796324798474,-0.8005635580487199
2024-01-01 09:20:00,2288.64,2290.83,2288.0,2290.82,631.2841,1445225.143024,1558,282.1916,646049.5501,6.449338818457076,-0.0991220422310931
2024-01-01 09:25:00,2290.82,2292.0,2289.33,2289.6,408.2608,935097.434356,1448,194.2795,444957.412854,6.014352605640366,-0.8658136806222662
2024-01-01 09:30:00,2289.6,2294.2,2289.59,2294.2,860.2983,1971798.527134,2035,555.3543,1272949.775754,6.758440902032586,0.4741944139387108
2024-01-01 09:35:00,2294.2,2298.0,2293.31,2297.97,1085.867,2492182.131981,3042,597.5897,1371469.381161,6.991054524529417,0.8920941716292858
2024-01-01 09:40:00,2297.97,2298.0,2295.11,2296.76,706.3562,1622291.518943,1849,339.7301,780141.98832,6.561534357975741,0.1184980005845533
2024-01-01 09:45:00,2296.75,2299.97,2296.75,2298.22,756.6921,1739146.25305,2119,408.3198,938477.355333,6.630277102592885,0.2492321869359875
2024-01-01 09:50:00,2298.23,2300.0,2297.2,2299.81,610.0646,1402490.668933,1959,463.1749,1064837.231268,6.41520268189699,-0.1397511461337967
2024-01-01 09:55:00,2299.8,2299.81,2297.4,2299.8,575.8657,1323909.821643,1616,245.2323,563770.763624,6.357609483783721,-0.2397662464739147
2024-01-01 10:00:00,2299.8,2301.32,2299.66,2300.51,1265.8658,2911942.722216,2057,919.5084,2115161.743561,7.144301255216403,1.1946855756902914
2024-01-01 10:05:00,2300.52,2302.39,2299.77,2299.78,743.0995,1710156.054398,2003,390.624,898984.616557,6.612174762450295,0.22638827094203
2024-01-01 10:10:00,2299.78,2301.87,2299.6,2300.4,424.3454,976442.731293,1385,223.4018,514037.664881,6.052901544740164,-0.7956690908595456
2024-01-01 10:15:00,2300.4,2301.71,2297.4,2298.43,1085.0991,2495154.019905,2314,516.3817,1187225.832897,6.990347748632669,0.9178744167988618
2024-01-01 10:20:00,2298.43,2300.19,2298.29,2299.57,1334.2937,3067725.069604,2164,620.4803,1426460.342057,7.196906546637899,1.289040753027333
2024-01-01 10:25:00,2299.56,2302.37,2298.76,2299.34,423.9423,975313.236131,1487,187.0334,430274.815656,6.051953395001672,-0.7953355535275026
2024-01-01 10:30:00,2299.33,2300.74,2299.25,2300.08,630.2989,1449620.517265,1377,276.1482,635092.210618,6.447779442935819,-0.0702992917933487
2024-01-01 10:35:00,2300.07,2300.4,2299.8,2299.81,269.9036,620811.572696,972,133.6097,307323.249955,5.601763038039295,-1.6024419095652809
2024-01-01 10:40:00,2299.81,2300.94,2299.8,2300.93,392.5352,902920.783382,1078,205.1082,471794.155471,5.975170517478068,-0.9157274781129002
2024-01-01 10:45:00,2300.93,2302.92,2300.74,2302.84,561.9289,1293409.058795,1526,277.1942,638025.01064,6.333153332420494,-0.261085874060044
2024-01-01 10:50:00,2302.84,2303.0,2301.18,2301.19,413.1063,951148.877942,1223,119.2537,274601.772427,6.026122704152288,-0.8159088771544026
2024-01-01 10:55:00,2301.18,2302.79,2300.56,2302.04,644.3554,1483054.024132,1445,377.4823,868768.173218,6.46980117279868,-0.0067557953821211
2024-01-01 11:00:00,2302.04,2302.82,2301.67,2301.9,605.4391,1393837.921444,1570,285.6812,657641.805254,6.407604311141308,-0.1161588397035307
2024-01-01 11:05:00,2301.89,2305.0,2301.83,2304.16,569.5961,1312308.326206,1757,360.4812,830484.169227,6.346681603845421,-0.2235178507481572
2024-01-01 11:10:00,2304.15,2305.05,2303.11,2303.11,441.4891,1017386.537946,1272,164.3965,378867.191976,6.092415831376231,-0.6858281368062311
2024-01-01 11:15:00,2303.11,2304.11,2302.88,2303.25,272.2302,627073.759176,1079,142.9096,329186.998493,5.6103146633150205,-1.5528820729144182
2024-01-01 11:20:00,2303.25,2303.25,2300.38,2301.8,552.0647,1270765.129073,1756,199.6857,459574.934075,6.315474992870262,-0.2695659530279384
2024-01-01 11:25:00,2301.79,2302.74,2301.33,2302.2,422.9141,973521.723926,1182,179.9072,414084.714061,6.049530840367329,-0.7516582848333503
2024-01-01 11:30:00,2302.19,2302.99,2300.83,2301.8,646.3823,1487664.450246,1507,300.2234,690940.924922,6.472937000988646,0.0169816910194698
2024-01-01 11:35:00,2301.8,2302.47,2300.83,2301.68,471.7303,1085778.057177,1191,299.7081,689800.707384,6.1585250355967975,-0.5509954472977879
2024-01-01 11:40:00,2301.69,2301.72,2299.0,2299.6,678.4731,1560660.593832,1425,121.2425,278863.122599,6.521317644875272,0.1098630354280944
2024-01-01 11:45:00,2299.59,2300.39,2299.24,2299.25,408.5883,939715.453241,1262,168.4698,387452.377782,6.015152508864201,-0.804661505384436
2024-01-01 11:50:00,2299.25,2302.45,2299.24,2302.44,487.4176,1121670.907395,1202,340.1637,782826.872894,6.191170777623303,-0.4833902663363804
2024-01-01 11:55:00,2302.45,2305.0,2302.44,2304.47,494.5547,1139652.806195,1347,286.6453,660528.687807,6.205677741219001,-0.4529367090326639
2024-01-01 12:00:00,2304.47,2306.5,2303.28,2303.28,653.2091,1505716.918293,1817,436.7668,1006804.977356,6.483427025126768,0.0533319790104908
2024-01-01 12:05:00,2303.28,2304.01,2301.35,2302.23,588.4024,1354783.671074,1438,221.6699,510453.283701,6.379109142232868,-0.1324719546934625
2024-01-01 12:10:00,2302.22,2302.36,2300.81,2300.94,393.7087,906195.315905,1349,199.0613,458189.627657,5.978148024483137,-0.8576438934219467
2024-01-01 12:15:00,2300.94,2302.31,2300.09,2302.3,361.4856,831738.062278,1309,223.332,513873.002973,5.892984749367774,-1.0071312489675897
2024-01-01 12:20:00,2302.3,2302.95,2300.52,2300.53,370.1241,852098.476125,1274,151.1536,347991.513906,5.916536508022041,-0.9588599273689008
2024-01-01 12:25:00,2300.52,2303.31,2300.52,2303.31,452.8712,1042570.94662,1372,332.5797,765627.791569,6.117813457350237,-0.5880922410030273
2024-01-01 12:30:00,2303.3,2303.97,2302.2,2303.21,552.4608,1272489.007427,1505,223.5914,514972.811426,6.316190927599139,-0.2189511723714841
2024-01-01 12:35:00,2303.2,2306.41,2303.2,2306.41,584.3101,1346865.894712,1545,397.6216,916508.593399,6.3721417922562695,-0.1103126603323712
2024-01-01 12:40:00,2306.41,2307.24,2305.76,2306.27,619.3695,1428626.150067,1870,368.6504,850316.639018,6.430315268262825,-0.000852499415035
2024-01-01 12:45:00,2306.27,2306.28,2303.71,2304.05,623.9131,1437901.192242,1595,205.4807,473594.338448,6.4376126000694445,0.0112786556918346
2024-01-01 12:50:00,2304.04,2305.01,2301.99,2302.0,758.8045,1748141.823099,1577,262.9183,605823.257735,6.6330611633472,0.386149936201005
2024-01-01 12:55:00,2302.01,2302.23,2299.04,2299.43,1298.5788,2987259.911036,2346,470.4017,1081989.903208,7.169795490950288,1.4226232770684184
2024-01-01 13:00:00,2299.42,2301.67,2298.07,2299.87,809.1223,1860450.119153,2030,327.4713,753022.439097,6.6971852239233165,0.5403104533317348
2024-01-01 13:05:00,2299.87,2301.73,2299.73,2301.73,313.4477,721123.840038,1246,105.2122,242045.504091,5.750817766604359,-1.290680325218252
2024-01-01 13:10:00,2301.72,2303.4,2301.72,2303.26,298.7504,688021.382181,1277,174.4693,401788.064175,5.7029501283521045,-1.3734585830841903
2024-01-01 13:15:00,2303.26,2304.69,2303.26,2304.68,346.5916,798614.09472,1155,244.8597,564200.190444,5.851028227391532,-1.0777103690712904
2024-01-01 13:20:00,2304.68,2306.41,2304.68,2305.88,239.458,552153.573413,1141,150.8211,347752.170787,5.482545438120507,-1.7774288929033
2024-01-01 13:25:00,2305.88,2306.91,2304.71,2306.34,365.1788,842140.800526,1323,199.5057,460054.567981,5.903121738702241,-0.959437405995725
2024-01-01 13:30:00,2306.34,2307.0,2304.44,2307.0,488.5677,1126677.618084,1574,278.2645,641690.87492,6.193522756799632,-0.3964698274601447
2024-01-01 13:35:00,2306.99,2307.0,2304.68,2304.68,317.2109,731502.837462,1356,137.2788,316580.856778,5.762714370502409,-1.2218508427487835
2024-01-01 13:40:00,2304.68,2307.5,2303.86,2307.49,762.0902,1757082.928405,1558,482.7636,1113122.893125,6.637376241859566,0.4589277297428106
2024-01-01 13:45:00,2307.49,2308.2,2305.0,2305.57,552.7728,1275051.012627,1610,283.995,655134.435386,6.316754494326625,-0.1558668096224461
2024-01-01 13:50:00,2305.56,2305.98,2305.0,2305.0,331.7242,764741.069617,1419,134.7231,310571.283447,5.8073139185817215,-1.1329524976152745
2024-01-01 13:55:00,2305.0,2305.99,2304.16,2304.16,463.9078,1069496.852178,1345,213.0889,491263.538577,6.141839106357471,-0.4883716269267965
2024-01-01 14:00:00,2304.16,2304.29,2296.0,2296.91,1126.499,2589916.985555,3422,330.4041,759524.653983,7.02775718445848,1.208596911628528
2024-01-01 14:05:00,2296.92,2300.99,2294.84,2300.98,1028.3491,2362915.494521,2604,534.8577,1229091.909061,6.9366819397167605,1.0306216959243404
2024-01-01 14:10:00,2300.98,2300.99,2299.15,2299.17,250.7897,576803.600848,1158,124.5256,286382.298044,5.528594215293055,-1.6719361912604376
2024-01-01 14:15:00,2299.16,2301.92,2299.16,2301.91,349.5215,804055.578713,1167,164.7949,379139.016771,5.859422045534878,-1.0308105992781702
2024-01-01 14:20:00,2301.91,2301.92,2297.81,2298.19,681.9244,1568368.437624,1783,236.0443,542759.373063,6.526384165303849,0.2440279112820191
2024-01-01 14:25:00,2298.19,2299.84,2298.0,2299.83,684.4347,1573357.403552,1381,380.0773,873747.866445,6.530053235529865,0.2444461871193645
2024-01-01 14:30:00,2299.83,2305.11,2299.83,2303.84,605.9493,1395561.913752,1742,395.223,910127.41789,6.4084452620356265,0.0056248294488848
2024-01-01 14:35:00,2303.84,2304.59,2301.11,2301.12,466.4676,1074608.451091,1591,150.7013,347197.130014,6.147330041514218,-0.4999957661722575
2024-01-01 14:40:00,2301.12,2303.72,2299.91,2303.44,481.2712,1108036.005895,1505,301.976,695247.0708,6.178506611420947,-0.4426277435496704
2024-01-01 14:45:00,2303.44,2303.87,2299.35,2299.36,638.6693,1469638.095918,1972,367.3617,845324.164296,6.460951324058579,0.1051744210564288
2024-01-01 14:50:00,2299.35,2301.69,2299.35,2301.0,480.1281,1104650.607745,1761,162.4933,373834.022631,6.176133554815161,-0.4514669244052365
2024-01-01 14:55:00,2300.99,2301.47,2299.98,2300.99,522.2536,1201606.453679,1478,217.8502,501186.439714,6.260066241378887,-0.285341790809095
2024-01-01 15:00:00,2300.99,2302.44,2299.2,2300.41,609.5816,1402448.633616,1914,256.6815,590580.147165,6.414411945552594,0.0169725356847433
